task_id,asset_id,department,task_type,description,created_date,due_date,estimated_duration,required_block_duration,criticality,urgency,safety_impact,asset_impact,status,required_resources,preferred_time_window,corridor_id,dependency_task_id,ai_priority_score,ai_priority_level,ai_failure_risk,ai_risk_percentage,ai_train_impact_score,ai_reasons,ai_model_version
TSK-123,AST-102,Traction,Inspection,Inspection maintenance on Bridge,2026-08-09,2026-09-30,2.179940729351471,3.1191901624745917,Low,Low,Medium,High,PENDING,"Bridge_Inspector,Signal_Team",Morning,COR-006,,,,,,,,
TSK-124,AST-061,S&T,Inspection,Inspection maintenance on Track,2026-07-10,2026-09-09,1.650915664084166,2.394771557812304,High,Medium,Medium,High,SCHEDULED,Rail_Testing,Afternoon,COR-002,,,,,,,,
TSK-125,AST-094,S&T,Preventive,Preventive maintenance on Switch,2026-08-14,2026-08-23,3.511507338309899,4.609925765903361,Critical,Critical,High,High,OVERDUE,SCADA_Team,Any,COR-012,,,,,,,,
TSK-126,AST-113,Engineering,Preventive,Preventive maintenance on Station,2026-08-01,2026-09-24,2.4780330663705117,3.6300209796353538,High,Critical,Medium,High,PENDING,Welding_Unit,Early_Morning,COR-003,,,,,,,,
TSK-127,AST-041,Traction,Preventive,Preventive maintenance on Switch,2026-08-22,2026-09-05,0.5808488569848649,0.7589400120969201,High,Low,Medium,High,PENDING,"Telecom_Team,Track_Machine",Early_Morning,COR-004,,,,,,,,
TSK-128,AST-015,Engineering,Preventive,Preventive maintenance on Track,2026-07-11,2026-09-05,2.343810215995778,3.081836845188249,High,Low,Medium,High,PENDING,"Signal_Team,Welding_Unit",Morning,COR-003,,,,,,,,
TSK-129,AST-015,Engineering,Preventive,Preventive maintenance on Track,2026-08-15,2026-09-06,2.8915627841140754,4.212187752167921,High,Critical,Medium,High,PENDING,SCADA_Team,Any,COR-003,,,,,,,,
TSK-130,AST-118,Operations,Preventive,Preventive maintenance on Bridge,2026-07-19,2026-08-22,1.3438865668982647,1.597822768699228,Critical,Low,High,High,OVERDUE,Welding_Unit,Any,COR-005,,,,,,,,
TSK-131,AST-098,Engineering,Inspection,Inspection maintenance on Station,2026-07-08,2026-09-17,1.9211536818469344,2.6338059065764545,High,Low,Medium,High,PENDING,"Track_Machine,Signal_Team",Early_Morning,COR-005,,,,,,,,
TSK-132,AST-081,Traction,Preventive,Preventive maintenance on Signal,2026-08-24,2026-09-21,1.9294377574686739,2.208539948954026,Critical,Critical,High,High,PENDING,"Telecom_Team,Point_Machine_Team",Early_Morning,COR-003,,,,,,,,
TSK-133,AST-043,Engineering,Preventive,Preventive maintenance on Track,2026-08-08,2026-08-31,2.342804657825706,3.0825935039698336,High,Medium,Medium,High,OVERDUE,Track_Machine,Early_Morning,COR-011,,,,,,,,
TSK-134,AST-073,Engineering,Inspection,Inspection maintenance on Switch,2026-08-07,2026-09-19,3.4762697568024765,3.917997320010729,Low,Critical,Medium,High,PENDING,"Telecom_Team,Track_Machine",Morning,COR-010,,,,,,,,
TSK-135,AST-045,Engineering,Corrective,Corrective maintenance on Track,2026-08-29,2026-09-23,3.2802823944778208,4.464881621841534,Critical,High,High,High,PENDING,Signal_Team,Morning,COR-005,,,,,,,,
TSK-136,AST-092,S&T,Inspection,Inspection maintenance on Signal,2026-07-09,2026-08-24,1.3219409503745485,1.4927741379584352,High,High,Medium,High,OVERDUE,"OHE_Team,Rail_Testing",Night,COR-002,,,,,,,,
TSK-137,AST-119,Engineering,Inspection,Inspection maintenance on Track,2026-07-19,2026-09-26,2.263367796149911,2.902323498766454,High,Critical,Medium,High,PENDING,"Rail_Testing,Signal_Team",Morning,COR-002,,,,,,,,
TSK-138,AST-046,S&T,Preventive,Preventive maintenance on Switch,2026-07-25,2026-09-14,1.4713507719476,2.127236352549892,High,Low,Medium,High,PENDING,"Signal_Team,Track_Machine",Morning,COR-008,,,,,,,,
TSK-139,AST-005,S&T,Corrective,Corrective maintenance on Switch,2026-07-13,2026-09-05,1.3767549864357886,1.7188068392593274,Low,High,Medium,High,PENDING,SCADA_Team,Any,COR-008,,,,,,,,
TSK-140,AST-077,S&T,Preventive,Preventive maintenance on Bridge,2026-07-31,2026-09-04,3.777597366242868,4.748080482358682,Low,Low,Medium,High,PENDING,"Telecom_Team,SCADA_Team",Early_Morning,COR-009,,,,,,,,
TSK-141,AST-102,Traction,Inspection,Inspection maintenance on Bridge,2026-07-16,2026-09-23,0.9053171127159271,1.117040008214022,Low,Low,Medium,High,PENDING,SCADA_Team,Any,COR-006,,,,,,,,
TSK-142,AST-028,Traction,Preventive,Preventive maintenance on Bridge,2026-08-31,2026-08-29,3.521155719288197,4.380263524043427,High,Medium,Medium,High,OVERDUE,SCADA_Team,Early_Morning,COR-009,,,,,,,,
TSK-143,AST-068,Engineering,Corrective,Corrective maintenance on Switch,2026-07-06,2026-09-14,2.0104400148358756,2.726873715584865,High,Critical,Medium,High,PENDING,"Rail_Testing,Signal_Team",Night,COR-004,,,,,,,,
TSK-144,AST-030,Engineering,Preventive,Preventive maintenance on Track,2026-08-17,2026-09-18,2.9720108491365256,4.028805199706715,Medium,Critical,Medium,High,PENDING,Welding_Unit,Afternoon,COR-007,,,,,,,,
TSK-145,AST-113,Engineering,Preventive,Preventive maintenance on Station,2026-07-11,2026-09-12,1.7247498681999267,2.271849157051181,High,Medium,Medium,High,PENDING,Point_Machine_Team,Afternoon,COR-003,,,,,,,,
TSK-146,AST-055,S&T,Corrective,Corrective maintenance on Signal,2026-08-22,2026-09-05,2.5893610039593478,3.1495741585614097,Critical,High,High,High,IN_PROGRESS,Track_Gang,Early_Morning,COR-004,,,,,,,,
TSK-147,AST-101,Engineering,Inspection,Inspection maintenance on Track,2026-07-09,2026-09-03,2.4081679018160376,3.1830732050946566,Medium,High,Medium,High,SCHEDULED,"Bridge_Inspector,SCADA_Team",Morning,COR-009,,,,,,,,
TSK-148,AST-101,Engineering,Preventive,Preventive maintenance on Track,2026-08-07,2026-09-22,1.248423394834957,1.658810124185926,Medium,High,Medium,High,PENDING,Track_Gang,Night,COR-009,,,,,,,,
TSK-149,AST-069,Engineering,Preventive,Preventive maintenance on Track,2026-08-23,2026-09-09,1.0205952845502413,1.3581223556730204,High,Critical,Medium,High,COMPLETED,"Track_Gang,Bridge_Inspector",Morning,COR-003,,,,,,,,
TSK-150,AST-020,Engineering,Corrective,Corrective maintenance on Track,2026-07-26,2026-09-18,2.2110651626372313,2.9070271156370024,Medium,Low,Medium,High,PENDING,Telecom_Team,Any,COR-006,,,,,,,,
TSK-151,AST-084,Engineering,Preventive,Preventive maintenance on Track,2026-07-31,2026-09-15,2.55100604572749,3.0952149599484615,High,Critical,Medium,High,PENDING,"Track_Gang,Track_Machine",Morning,COR-005,,,,,,,,
TSK-152,AST-040,S&T,Inspection,Inspection maintenance on Signal,2026-07-06,2026-09-29,2.8748971042676565,4.184786376147283,Critical,Low,High,High,PENDING,"Point_Machine_Team,OHE_Team",Morning,COR-003,,,,,,,,
TSK-153,AST-021,Engineering,Corrective,Corrective maintenance on Switch,2026-08-12,2026-09-21,0.983108203188228,1.0966231403529407,High,Low,Medium,High,PENDING,Track_Gang,Early_Morning,COR-003,,,,,,,,
TSK-154,AST-005,S&T,Corrective,Corrective maintenance on Switch,2026-08-19,2026-09-26,0.7427308485650882,0.8326527246236275,Low,Medium,Medium,High,SCHEDULED,Rail_Testing,Early_Morning,COR-008,,,,,,,,
TSK-155,AST-012,S&T,Preventive,Preventive maintenance on Signal,2026-08-12,2026-08-28,2.256643631409326,3.0454823274663636,Critical,Low,High,High,OVERDUE,"Welding_Unit,Signal_Team",Any,COR-003,,,,,,,,
TSK-156,AST-068,Engineering,Preventive,Preventive maintenance on Switch,2026-08-13,2026-09-15,1.4369860376634618,1.6111233397745466,High,High,Medium,High,PENDING,"Rail_Testing,Point_Machine_Team",Night,COR-004,,,,,,,,
TSK-157,AST-064,S&T,Corrective,Corrective maintenance on Track,2026-08-17,2026-08-29,1.8596227491384878,2.300382521519711,Medium,Low,Medium,High,OVERDUE,Bridge_Inspector,Night,COR-012,,,,,,,,
TSK-158,AST-066,S&T,Corrective,Corrective maintenance on Track,2026-07-11,2026-09-14,0.8095950923993778,1.1267956887448343,High,Medium,Medium,High,PENDING,"OHE_Team,Telecom_Team",Night,COR-004,,,,,,,,
TSK-159,AST-008,Engineering,Emergency,Emergency maintenance on Track,2026-08-12,2026-09-08,0.7149230409939259,1.04920239350113,High,High,Medium,High,IN_PROGRESS,Signal_Team,Any,COR-011,,,,,,,,
TSK-160,AST-103,Engineering,Preventive,Preventive maintenance on Switch,2026-07-07,2026-08-30,1.5536605299426163,2.0095525631102014,Low,Medium,Medium,High,OVERDUE,"Track_Gang,OHE_Team",Afternoon,COR-009,,,,,,,,
TSK-161,AST-044,Engineering,Corrective,Corrective maintenance on Signal,2026-07-16,2026-08-28,1.297000884805098,1.6697673580364807,High,High,Medium,High,OVERDUE,Telecom_Team,Early_Morning,COR-008,,,,,,,,
TSK-162,AST-043,Engineering,Emergency,Emergency maintenance on Track,2026-07-06,2026-09-13,3.6129214098554763,5.0099801784888776,High,Critical,Medium,High,SCHEDULED,OHE_Team,Afternoon,COR-011,,,,,,,,
TSK-163,AST-078,Engineering,Preventive,Preventive maintenance on Track,2026-07-05,2026-09-30,3.3337831622465814,4.764922856165554,Medium,Medium,Medium,High,IN_PROGRESS,"Signal_Team,Point_Machine_Team",Night,COR-007,,,,,,,,
TSK-164,AST-011,Engineering,Preventive,Preventive maintenance on Signal,2026-07-14,2026-09-06,1.807662203086078,2.510094862032523,Low,Low,Medium,High,IN_PROGRESS,"SCADA_Team,Track_Machine",Night,COR-006,,,,,,,,
TSK-165,AST-099,Engineering,Preventive,Preventive maintenance on Signal,2026-08-06,2026-09-20,2.462298987252386,2.8266068293039512,Critical,Medium,High,High,PENDING,Rail_Testing,Any,COR-005,,,,,,,,
TSK-166,AST-078,Engineering,Inspection,Inspection maintenance on Track,2026-08-18,2026-08-23,1.5428224108242587,2.3008100441550723,Medium,Medium,Medium,High,OVERDUE,"Signal_Team,Track_Machine",Night,COR-007,,,,,,,,
TSK-167,AST-086,Traction,Preventive,Preventive maintenance on Track,2026-08-02,2026-09-24,0.9658032371047909,1.4258140529929235,High,Medium,Medium,High,PENDING,Welding_Unit,Night,COR-011,,,,,,,,
TSK-168,AST-062,Operations,Inspection,Inspection maintenance on Switch,2026-07-12,2026-09-23,2.802033668763965,3.995730390466799,Critical,Low,High,High,IN_PROGRESS,Rail_Testing,Afternoon,COR-002,,,,,,,,
TSK-169,AST-042,Engineering,Corrective,Corrective maintenance on OHE,2026-07-27,2026-09-22,3.85843695004965,5.375089262837852,Critical,Low,High,High,PENDING,Signal_Team,Morning,COR-002,,,,,,,,
TSK-170,AST-086,Traction,Inspection,Inspection maintenance on Track,2026-07-04,2026-08-26,1.184767112934475,1.3799269257424036,High,Critical,Medium,High,OVERDUE,"Rail_Testing,SCADA_Team",Afternoon,COR-011,,,,,,,,
TSK-171,AST-112,Engineering,Preventive,Preventive maintenance on Signal,2026-08-23,2026-08-30,1.416265003859476,1.6292587184611307,Medium,High,Medium,High,OVERDUE,"Telecom_Team,Point_Machine_Team",Night,COR-009,,,,,,,,
TSK-172,AST-108,S&T,Inspection,Inspection maintenance on Signal,2026-07-12,2026-09-25,2.181859701054429,2.4122473216812566,Critical,Critical,High,High,PENDING,Rail_Testing,Any,COR-011,,,,,,,,
TSK-173,AST-031,Traction,Preventive,Preventive maintenance on OHE,2026-08-09,2026-08-29,3.5052591350686937,4.0756776035705675,Medium,Low,Medium,High,OVERDUE,"Point_Machine_Team,Track_Machine",Afternoon,COR-008,,,,,,,,
TSK-174,AST-025,S&T,Preventive,Preventive maintenance on OHE,2026-08-19,2026-09-06,2.814718722091719,3.7808095036966107,Critical,Low,High,High,PENDING,"Bridge_Inspector,Telecom_Team",Early_Morning,COR-004,,,,,,,,
TSK-175,AST-072,S&T,Preventive,Preventive maintenance on Track,2026-07-28,2026-09-09,2.8696423980170107,3.974745131428746,Medium,High,Medium,High,PENDING,"Signal_Team,Point_Machine_Team",Afternoon,COR-010,,,,,,,,
TSK-176,AST-120,S&T,Preventive,Preventive maintenance on Switch,2026-07-22,2026-09-22,3.586858867699044,4.177553325852021,Critical,Low,High,High,COMPLETED,"Telecom_Team,SCADA_Team",Any,COR-002,,,,,,,,
TSK-177,AST-079,S&T,Corrective,Corrective maintenance on Track,2026-08-15,2026-09-12,1.5032289849689124,2.094969243013489,High,High,Medium,High,PENDING,Welding_Unit,Early_Morning,COR-009,,,,,,,,
TSK-178,AST-014,Traction,Corrective,Corrective maintenance on Switch,2026-07-16,2026-09-18,0.8433302818434351,1.2567275807850273,Critical,Low,High,High,PENDING,Welding_Unit,Morning,COR-008,,,,,,,,
TSK-179,AST-115,Engineering,Preventive,Preventive maintenance on Switch,2026-08-27,2026-08-26,0.9152954564828648,1.0605920744921136,High,Low,Medium,High,OVERDUE,Track_Gang,Any,COR-008,,,,,,,,
TSK-180,AST-119,Engineering,Emergency,Emergency maintenance on Track,2026-08-09,2026-08-28,2.0091454251726337,2.525704055044027,High,Critical,Medium,High,OVERDUE,"Point_Machine_Team,Telecom_Team",Any,COR-002,,,,,,,,
TSK-181,AST-103,Engineering,Corrective,Corrective maintenance on Switch,2026-08-30,2026-09-22,3.8724254835706913,4.504668477669778,Low,Critical,Medium,High,COMPLETED,"OHE_Team,Telecom_Team",Early_Morning,COR-009,,,,,,,,
TSK-182,AST-063,S&T,Emergency,Emergency maintenance on Signal,2026-07-16,2026-09-27,1.72431150816409,2.2233251803051015,High,Low,Medium,High,PENDING,"Bridge_Inspector,Signal_Team",Early_Morning,COR-003,,,,,,,,
TSK-183,AST-071,Traction,Inspection,Inspection maintenance on Station,2026-07-24,2026-09-17,1.7550260523741912,2.048257753978588,High,Low,Medium,High,SCHEDULED,"Bridge_Inspector,Track_Machine",Afternoon,COR-005,,,,,,,,
TSK-184,AST-087,Engineering,Preventive,Preventive maintenance on Signal,2026-08-17,2026-09-09,3.34455517301055,4.454453259159574,Medium,Low,Medium,High,IN_PROGRESS,"Bridge_Inspector,Welding_Unit",Night,COR-009,,,,,,,,
TSK-185,AST-114,Engineering,Corrective,Corrective maintenance on Switch,2026-07-11,2026-08-31,1.5860854604022125,1.7763185673542081,Critical,Critical,High,High,OVERDUE,"Track_Machine,Welding_Unit",Any,COR-005,,,,,,,,
TSK-186,AST-009,Engineering,Corrective,Corrective maintenance on OHE,2026-08-09,2026-09-14,3.3605299155602917,4.572452473967642,High,Low,Medium,High,IN_PROGRESS,Track_Machine,Night,COR-011,,,,,,,,
TSK-187,AST-004,Engineering,Corrective,Corrective maintenance on Signal,2026-08-30,2026-09-09,1.8377674366801187,2.6821647909107087,Critical,Critical,High,High,PENDING,Track_Machine,Morning,COR-002,,,,,,,,
TSK-188,AST-067,S&T,Emergency,Emergency maintenance on Bridge,2026-08-20,2026-09-29,0.9784147015123474,1.2179219905714094,Critical,Critical,High,High,IN_PROGRESS,"Signal_Team,Bridge_Inspector",Early_Morning,COR-005,,,,,,,,
TSK-189,AST-061,S&T,Preventive,Preventive maintenance on Track,2026-07-13,2026-08-28,3.9852313806384707,5.225951205245421,High,Medium,Medium,High,OVERDUE,"Point_Machine_Team,Welding_Unit",Any,COR-002,,,,,,,,
TSK-190,AST-107,S&T,Preventive,Preventive maintenance on Switch,2026-08-19,2026-09-27,0.9211433008913725,1.1214907903707707,Critical,High,High,High,PENDING,"Telecom_Team,SCADA_Team",Any,COR-011,,,,,,,,
TSK-191,AST-016,Engineering,Preventive,Preventive maintenance on Track,2026-07-31,2026-09-03,0.6190579209611131,0.7867491573993816,Critical,High,High,High,SCHEDULED,Track_Gang,Early_Morning,COR-006,,,,,,,,
TSK-192,AST-021,Engineering,Preventive,Preventive maintenance on Switch,2026-07-25,2026-09-27,3.6937154710371685,5.057738713328199,High,High,Medium,High,PENDING,Welding_Unit,Night,COR-003,,,,,,,,
TSK-193,AST-011,Engineering,Preventive,Preventive maintenance on Signal,2026-08-29,2026-09-04,3.7131664945850695,4.4491419233234595,Low,Medium,Medium,High,PENDING,"Welding_Unit,Point_Machine_Team",Afternoon,COR-006,,,,,,,,
TSK-194,AST-108,S&T,Corrective,Corrective maintenance on Signal,2026-07-20,2026-09-07,1.7941175557192373,2.062082909005756,Critical,Low,High,High,PENDING,Welding_Unit,Any,COR-011,,,,,,,,
TSK-195,AST-066,S&T,Preventive,Preventive maintenance on Track,2026-07-08,2026-09-05,0.5779884982487471,0.8457471860245969,High,Critical,Medium,High,SCHEDULED,Point_Machine_Team,Morning,COR-004,,,,,,,,
TSK-196,AST-097,Engineering,Inspection,Inspection maintenance on Track,2026-08-05,2026-09-21,2.268582477738005,3.2990849117792242,High,High,Medium,High,SCHEDULED,Telecom_Team,Any,COR-002,,,,,,,,
TSK-197,AST-069,Engineering,Preventive,Preventive maintenance on Track,2026-08-02,2026-09-09,1.4332352856484427,2.03511332913828,High,Low,Medium,High,COMPLETED,"OHE_Team,Bridge_Inspector",Night,COR-003,,,,,,,,
TSK-198,AST-027,S&T,Corrective,Corrective maintenance on OHE,2026-08-03,2026-09-20,1.2399455552156644,1.733553064236592,High,High,Medium,High,PENDING,"Telecom_Team,Track_Gang",Any,COR-005,,,,,,,,
TSK-199,AST-032,Engineering,Inspection,Inspection maintenance on Signal,2026-08-06,2026-08-25,1.2452335883009882,1.741431952083817,Medium,Critical,Medium,High,OVERDUE,"Signal_Team,Bridge_Inspector",Afternoon,COR-010,,,,,,,,
TSK-200,AST-072,S&T,Emergency,Emergency maintenance on Track,2026-08-01,2026-09-22,1.1131924898335643,1.4134958270276787,Medium,Low,Medium,High,PENDING,Signal_Team,Early_Morning,COR-010,,,,,,,,
TSK-201,AST-007,S&T,Emergency,Emergency maintenance on Switch,2026-07-30,2026-08-23,0.8047264615953849,1.042746903289777,Medium,Medium,Medium,High,OVERDUE,OHE_Team,Early_Morning,COR-007,,,,,,,,
TSK-202,AST-051,S&T,Inspection,Inspection maintenance on Switch,2026-08-31,2026-08-23,1.9314901489332952,2.1418073613961384,Medium,High,Medium,High,OVERDUE,"Track_Machine,Rail_Testing",Early_Morning,COR-008,,,,,,,,
TSK-203,AST-043,Engineering,Inspection,Inspection maintenance on Track,2026-08-02,2026-09-28,1.2776621167290525,1.505099764602892,High,Critical,Medium,High,PENDING,OHE_Team,Afternoon,COR-011,,,,,,,,
TSK-204,AST-109,Traction,Preventive,Preventive maintenance on OHE,2026-07-13,2026-09-28,3.696746691372116,4.770568004851619,Low,Medium,Medium,High,SCHEDULED,Bridge_Inspector,Any,COR-007,,,,,,,,
TSK-205,AST-089,Engineering,Corrective,Corrective maintenance on Bridge,2026-08-19,2026-09-22,1.8122940122342643,2.1551156513189236,Critical,Low,High,High,PENDING,"SCADA_Team,Signal_Team",Night,COR-007,,,,,,,,
TSK-206,AST-103,Engineering,Inspection,Inspection maintenance on Switch,2026-07-13,2026-09-17,3.2233157834705923,4.535808062892176,Low,Critical,Medium,High,PENDING,"Bridge_Inspector,Point_Machine_Team",Morning,COR-009,,,,,,,,
TSK-207,AST-094,S&T,Emergency,Emergency maintenance on Switch,2026-07-08,2026-09-22,2.5215218095868908,3.0273707452364107,Critical,Low,High,High,PENDING,"Rail_Testing,Bridge_Inspector",Morning,COR-012,,,,,,,,
TSK-208,AST-066,S&T,Corrective,Corrective maintenance on Track,2026-08-21,2026-09-12,0.5197351822513565,0.6581140944854236,High,Critical,Medium,High,PENDING,Bridge_Inspector,Any,COR-004,,,,,,,,
TSK-209,AST-002,Engineering,Corrective,Corrective maintenance on Bridge,2026-08-07,2026-09-23,3.8852255556199164,4.296264828028002,Critical,Critical,High,High,PENDING,"Rail_Testing,Track_Gang",Morning,COR-011,,,,,,,,
TSK-210,AST-059,Engineering,Preventive,Preventive maintenance on Bridge,2026-07-15,2026-09-18,2.671934305082084,3.6508942882141975,Medium,Critical,Medium,High,PENDING,"Signal_Team,OHE_Team",Morning,COR-008,,,,,,,,
TSK-211,AST-009,Engineering,Preventive,Preventive maintenance on OHE,2026-08-02,2026-09-26,3.9439509602553793,4.459014822151057,High,Critical,Medium,High,PENDING,OHE_Team,Early_Morning,COR-011,,,,,,,,
TSK-212,AST-056,Traction,Preventive,Preventive maintenance on Track,2026-07-06,2026-08-30,0.9941509460290141,1.2442014284737701,Low,Medium,Medium,High,OVERDUE,Track_Gang,Afternoon,COR-012,,,,,,,,
TSK-213,AST-031,Traction,Preventive,Preventive maintenance on OHE,2026-07-14,2026-09-18,2.846070584517633,3.8374167613745715,Medium,Medium,Medium,High,PENDING,"Point_Machine_Team,OHE_Team",Any,COR-008,,,,,,,,
TSK-214,AST-071,Traction,Corrective,Corrective maintenance on Station,2026-07-09,2026-08-29,0.7763418942604887,1.0796552973506184,High,High,Medium,High,OVERDUE,"Track_Gang,OHE_Team",Early_Morning,COR-005,,,,,,,,
TSK-215,AST-071,Traction,Preventive,Preventive maintenance on Station,2026-07-31,2026-09-22,1.8408041959008088,2.727685347443998,High,High,Medium,High,PENDING,OHE_Team,Early_Morning,COR-005,,,,,,,,
TSK-216,AST-074,Engineering,Inspection,Inspection maintenance on Switch,2026-07-23,2026-09-01,0.5316113242922764,0.7271230128927993,High,Low,Medium,High,SCHEDULED,Point_Machine_Team,Afternoon,COR-002,,,,,,,,
TSK-217,AST-109,Traction,Inspection,Inspection maintenance on OHE,2026-08-15,2026-08-28,1.595090194085765,2.1894888087750233,Low,Critical,Medium,High,OVERDUE,"Track_Gang,Point_Machine_Team",Night,COR-007,,,,,,,,
TSK-218,AST-119,Engineering,Emergency,Emergency maintenance on Track,2026-08-20,2026-09-22,2.5857017826746724,3.8310459319652286,High,Low,Medium,High,PENDING,"Bridge_Inspector,Telecom_Team",Night,COR-002,,,,,,,,
TSK-219,AST-014,Traction,Inspection,Inspection maintenance on Switch,2026-07-30,2026-09-27,2.5226891039594963,3.0435973546250157,Critical,Medium,High,High,PENDING,Telecom_Team,Morning,COR-008,,,,,,,,
TSK-220,AST-106,Traction,Corrective,Corrective maintenance on Station,2026-08-17,2026-09-30,0.8550976525041208,1.030338412118927,Medium,Medium,Medium,High,PENDING,OHE_Team,Early_Morning,COR-012,,,,,,,,
TSK-221,AST-119,Engineering,Corrective,Corrective maintenance on Track,2026-07-06,2026-08-30,3.8863171573183424,5.802365350112481,High,High,Medium,High,OVERDUE,Telecom_Team,Early_Morning,COR-002,,,,,,,,
TSK-222,AST-089,Engineering,Corrective,Corrective maintenance on Bridge,2026-07-30,2026-08-29,1.5017808535899988,2.1890543584594275,Critical,Medium,High,High,OVERDUE,"Track_Machine,Signal_Team",Night,COR-007,,,,,,,,
TSK-223,AST-067,S&T,Inspection,Inspection maintenance on Bridge,2026-08-22,2026-08-28,2.8474902717796056,3.599623420979969,Critical,Medium,High,High,OVERDUE,Bridge_Inspector,Night,COR-005,,,,,,,,
TSK-224,AST-024,Traction,Corrective,Corrective maintenance on Track,2026-08-01,2026-09-19,0.6625177938686677,0.8067480257402235,High,Medium,Medium,High,PENDING,"OHE_Team,Signal_Team",Afternoon,COR-004,,,,,,,,
TSK-225,AST-119,Engineering,Emergency,Emergency maintenance on Track,2026-07-19,2026-09-21,3.1668691027849025,4.535567539353167,High,High,Medium,High,PENDING,"Signal_Team,Welding_Unit",Any,COR-002,,,,,,,,
TSK-226,AST-114,Engineering,Corrective,Corrective maintenance on Switch,2026-07-10,2026-08-27,1.6281787459504136,2.260217100964906,Critical,Low,High,High,OVERDUE,Track_Machine,Night,COR-005,,,,,,,,
TSK-227,AST-063,S&T,Inspection,Inspection maintenance on Signal,2026-07-20,2026-08-29,1.543404436879362,1.835511167672049,High,High,Medium,High,OVERDUE,"Signal_Team,Rail_Testing",Early_Morning,COR-003,,,,,,,,
TSK-228,AST-083,Traction,Inspection,Inspection maintenance on Switch,2026-08-10,2026-09-06,3.8399021101105233,5.175181307173102,Low,Low,Medium,High,PENDING,OHE_Team,Early_Morning,COR-012,,,,,,,,
TSK-229,AST-004,Engineering,Preventive,Preventive maintenance on Signal,2026-08-02,2026-09-08,0.8296735997909801,1.0891858832549914,Critical,High,High,High,COMPLETED,"OHE_Team,Bridge_Inspector",Morning,COR-002,,,,,,,,
TSK-230,AST-032,Engineering,Corrective,Corrective maintenance on Signal,2026-08-16,2026-08-29,2.5565342719651993,3.3196866903182385,Medium,Medium,Medium,High,OVERDUE,"Telecom_Team,OHE_Team",Morning,COR-010,,,,,,,,
TSK-231,AST-059,Engineering,Preventive,Preventive maintenance on Bridge,2026-08-21,2026-09-22,1.0161958578164796,1.1940598700033187,Medium,High,Medium,High,COMPLETED,Track_Machine,Early_Morning,COR-008,,,,,,,,
TSK-232,AST-113,Engineering,Corrective,Corrective maintenance on Station,2026-07-28,2026-09-18,3.421987216878631,4.324664256943923,High,Medium,Medium,High,PENDING,"SCADA_Team,Track_Machine",Any,COR-003,,,,,,,,
TSK-233,AST-020,Engineering,Corrective,Corrective maintenance on Track,2026-07-05,2026-08-24,2.3965486118515424,3.2185063840148036,Medium,Critical,Medium,High,OVERDUE,SCADA_Team,Early_Morning,COR-006,,,,,,,,
TSK-234,AST-119,Engineering,Corrective,Corrective maintenance on Track,2026-08-02,2026-09-21,1.1987072703560995,1.447418229004032,High,High,Medium,High,PENDING,"Bridge_Inspector,Rail_Testing",Afternoon,COR-002,,,,,,,,
TSK-235,AST-083,Traction,Preventive,Preventive maintenance on Switch,2026-08-20,2026-09-23,0.9861529620084699,1.1642974955595917,Low,Medium,Medium,High,SCHEDULED,"Bridge_Inspector,OHE_Team",Afternoon,COR-012,,,,,,,,
TSK-236,AST-055,S&T,Inspection,Inspection maintenance on Signal,2026-08-15,2026-09-13,2.4605226198215435,3.0836745814812647,Critical,Critical,High,High,SCHEDULED,"Bridge_Inspector,Track_Machine",Early_Morning,COR-004,,,,,,,,
TSK-237,AST-095,Operations,Preventive,Preventive maintenance on Track,2026-07-10,2026-08-28,1.7303081871875414,2.3445424203387883,Medium,Low,Medium,High,OVERDUE,Signal_Team,Morning,COR-009,,,,,,,,
TSK-238,AST-012,S&T,Corrective,Corrective maintenance on Signal,2026-07-11,2026-09-04,3.7468665571514808,4.983447346723361,Critical,Medium,High,High,PENDING,"Telecom_Team,Track_Gang",Afternoon,COR-003,,,,,,,,
TSK-239,AST-002,Engineering,Preventive,Preventive maintenance on Bridge,2026-08-26,2026-09-19,2.9190835542326385,4.26480058671471,Critical,Medium,High,High,PENDING,OHE_Team,Any,COR-011,,,,,,,,
TSK-240,AST-010,Operations,Corrective,Corrective maintenance on Station,2026-07-18,2026-09-08,2.5667197097918164,2.8805436918045513,High,Critical,Medium,High,PENDING,"Point_Machine_Team,Track_Machine",Afternoon,COR-007,,,,,,,,
TSK-241,AST-062,Operations,Inspection,Inspection maintenance on Switch,2026-08-12,2026-09-20,1.5890485085578316,1.7488752087800419,Critical,Critical,High,High,SCHEDULED,Telecom_Team,Night,COR-002,,,,,,,,
TSK-242,AST-039,S&T,Corrective,Corrective maintenance on OHE,2026-08-05,2026-09-24,3.9289153618686328,4.808089673107247,Critical,Low,High,High,IN_PROGRESS,"Signal_Team,Track_Machine",Morning,COR-005,,,,,,,,
TSK-243,AST-017,Operations,Emergency,Emergency maintenance on Track,2026-07-06,2026-09-29,3.9221697596235603,5.015134114730699,Critical,Medium,High,High,PENDING,Track_Gang,Early_Morning,COR-005,,,,,,,,
TSK-244,AST-040,S&T,Preventive,Preventive maintenance on Signal,2026-08-07,2026-09-07,2.728355038004843,3.962406404493072,Critical,Critical,High,High,IN_PROGRESS,Point_Machine_Team,Early_Morning,COR-003,,,,,,,,
